name,reviews.title,reviews.text,reviews.rating,Sentiment_Score,match,Sentiment_Category
"Great Value Original Crescent Rolls, 8 oz",crescent rolls,"['work', 'realli', 'well', 'dont', 'come', 'apart', 'easili', 'tast', 'good', 'though']",4.0,0.6124,True,1
"Great Value Original Crescent Rolls, 8 oz",Very good,"['good', 'good', 'price']",4.0,0.7003,True,1
"Great Value Original Crescent Rolls, 8 oz",Great,"['tast', 'good']",4.0,0.4404,True,1
"Great Value Original Crescent Rolls, 8 oz",Buy this item regularly,"['buy', 'item', 'regularli']",5.0,0.0,True,1
"Great Value Original Crescent Rolls, 8 oz",They are great,['good'],5.0,0.4404,True,1
"Great Value Original Crescent Rolls, 8 oz",Crescent rolls,"['quick', 'easi', 'prepar', 'yet', 'yummi']",5.0,0.0,True,1
"Great Value Original Crescent Rolls, 8 oz",Made a good pig in a blanket,['good'],5.0,0.4404,True,1
"Great Value Original Crescent Rolls, 8 oz",Great,"['love', 'use', 'brie']",5.0,0.6369,True,1
"Great Value Original Crescent Rolls, 8 oz",excellent,['excel'],5.0,0.4588,True,1
"Great Value Original Crescent Rolls, 8 oz",food,['good'],5.0,0.4404,True,1
"Great Value Original Crescent Rolls, 8 oz",Crescent Rolls,"['difficult', 'separ', 'individu', 'roll']",2.0,-0.3612,True,0
"Great Value Original Crescent Rolls, 8 oz",A penny saved is a penny earned,"['recent', 'made', 'pig', 'blanket', 'name', 'brand', 'great', 'valu', 'brand', 'couldnt', 'tell', 'differ', 'buy', 'product', 'often', 'continu']",5.0,0.6249,True,1
"Great Value Original Crescent Rolls, 8 oz",Great value crescents,"['good', 'pilsburi', 'cressant', 'come', 'easili', 'stuck', 'togeth']",2.0,0.2263,False,1
"Great Value Original Crescent Rolls, 8 oz",Excellent product,"['buy', 'walmart', 'brand', 'product', 'time', 'compar', 'brand', 'name', 'product']",5.0,0.0,True,1
"Great Value Original Crescent Rolls, 8 oz",crescent rolls,"['dough', 'stuck', 'togeth', 'made', 'somewhat', 'triangl', 'wont', 'buy', 'stick', 'pillsburi']",1.0,-0.25,True,0
"Great Value Original Crescent Rolls, 8 oz",crescent rolls,"['purchas', 'time', 'never', 'problem']",5.0,0.3089,True,1
"Great Value Original Crescent Rolls, 8 oz",Rolls,"['tasti', 'roll', 'littl', 'surpris', 'good', 'consid', 'price']",5.0,0.4404,True,1
"Great Value Original Crescent Rolls, 8 oz",Delicious,"['delici', 'easi', 'bake']",5.0,0.0,True,1
"Great Value Original Crescent Rolls, 8 oz",Yummy,"['crescent', 'roll', 'bake', 'flaki', 'butteri', 'hope', 'serv', 'dinner', 'leftov']",4.0,0.4404,True,1
"Great Value Original Crescent Rolls, 8 oz",Crescent Rolls,"['husband', 'pick', 'like', 'say']",4.0,0.3612,True,1
"Great Value Original Crescent Rolls, 8 oz",Good product,"['bit', 'stickier', 'brand', 'name', 'item', 'believ', 'worth', 'price', 'go', 'walmart', 'brand']",4.0,0.2263,True,1
"Great Value Original Crescent Rolls, 8 oz",Very satisfied,"['product', 'great', 'cook', 'well', 'better', 'name', 'brand', 'kind', 'purchas']",5.0,0.91,True,1
"Great Value Original Crescent Rolls, 8 oz",Just as good as brand name.,"['wonder', 'crescent', 'roll', 'excel', 'tast', 'new', 'favorit', 'roll']",5.0,0.4588,True,1
"Great Value Original Crescent Rolls, 8 oz",Great value original crescent rolls 8 count 8 oz,"['good', 'name', 'brand', 'product', 'tast', 'cost', 'lot', 'le']",4.0,0.4404,True,1
"Great Value Original Crescent Rolls, 8 oz",Not as good as Pillsbury,"['dough', 'unrol', 'separ']",1.0,0.0,False,1
"Great Value Original Crescent Rolls, 8 oz",Just as good!,"['crescent', 'roll', 'expens', 'one']",5.0,0.0,True,1
"Great Value Original Crescent Rolls, 8 oz",ingredients are chemicals.,['chemic'],1.0,0.0,False,1
"Great Value Original Crescent Rolls, 8 oz",did not rise well,"['ok', 'replac', 'still', 'good', 'brand', 'name', 'product']",2.0,0.6249,False,1
"Great Value Original Crescent Rolls, 8 oz",dessert,"['use', 'crust', 'wonder']",5.0,0.0,True,1
"Great Value Original Crescent Rolls, 8 oz",Don't waste your calories,"['actual', 'great', 'valu', 'crescent', 'roll', 'area', 'walmart', 'come', 'white', 'packag', 'black', 'blue', 'write', 'plu', 'pictur', 'coupl', 'beauti', 'crescent', 'roll', 'nonetheless', 'expect', 'experi', 'brand', 'product', 'applic', 'bought', 'dozen', 'variou', 'type', 'flaki', 'butter', 'reduc', 'fat', 'standard', 'problem', 'degre', 'although', 'use', 'roll', 'week', 'prior', 'jun', 'expir', 'date', 'endcap', 'packag', 'dough', 'mani', 'packag', 'dri', 'old', 'poorli', 'store', 'would', 'stick', 'packag', 'imposs', 'unrol', 'dough', 'pri', 'chunk', 'tri', 'put', 'chunk', 'togeth', 'like', 'jigsaw', 'puzzl', 'frankenrol', 'review', 'say', 'thing', 'go', 'back', 'far', 'im', 'extend', 'complaint', 'mid', 'walmart', 'continu', 'deal', 'supplier', 'despit', 'problem', 'least', 'year', 'recommend', 'spend', 'extra', 'cent', 'whatev', 'real', 'thing', 'pillsburi', 'crescent', 'roll']",1.0,0.4939,False,1
"Great Value Original Crescent Rolls, 8 oz",Horrible!,"['could', 'give', 'crescent', 'roll', 'le', 'full', 'star', 'rate', 'would', 'would', 'even', 'give', 'neg', 'star', 'cours', 'whenev', 'buy', 'pre', 'made', 'dough', 'pop', 'expect', 'pop', 'well', 'noth', 'happenedat', 'first', 'bang', 'counter', 'open', 'bang', 'pop', 'dough', 'shot', 'place', 'dough', 'salvag', 'way', 'resembl', 'crescent', 'form', 'triangl', 'cours', 'dough', 'sticki', 'nearli', 'imposs', 'tast', 'finish', 'roll', 'howev', 'tast', 'name', 'brand', 'roll', 'measli', 'cent', 'save', 'purchas', 'great', 'valu', 'brand', 'worth', 'extra', 'work', 'mess', 'purchas', 'know', 'go', 'reput', 'brand']",1.0,0.8316,False,1
"Great Value Original Crescent Rolls, 8 oz",These have to be opened and rolled cold.,"['bought', 'three', 'first', 'time', 'make', 'new', 'breakfast', 'casserol', 'one', 'packag', 'open', 'right', 'take', 'fridg', 'bottom', 'casserol', 'second', 'packag', 'open', 'everyth', 'prep', 'put', 'casserol', 'useless', 'thrown', 'away', 'ball', 'sticki', 'gooey', 'unshap', 'dough', 'trash', 'went', 'husband', 'ran', 'get', 'anoth', 'brand', 'one', 'pack', 'left', 'use', 'morn', 'straight', 'fridg', 'roll', 'good', 'name', 'brand', 'littl', 'one', 'even', 'second', 'think', 'fact', 'still', 'realli', 'cold', 'open', 'packag', 'put', 'cooki', 'sheet', 'realli', 'help']",4.0,0.5719,True,1
"Great Value Original Crescent Rolls, 8 oz",Great Value Great Product - Works as expected.,"['good', 'product', 'work', 'expect', 'sure', 'mani', 'review', 'critic', 'buy', 'dough', 'got', 'mold', 'need', 'sure', 'flaki', 'valid', 'critic', 'product', 'hold', 'shape', 'bake', 'nicelyit', 'tast', 'good', 'nice', 'work', 'plan', 'abl', 'make', 'roll', 'plan', 'recommend', 'thank', 'walmart']",5.0,0.9186,True,1
"Great Value Original Crescent Rolls, 8 oz",Very difficult to use,"['first', 'could', 'get', 'packag', 'open', 'open', 'way', 'roll', 'crescent', 'shape', 'form', 'actual', 'crescent', 'break', 'bit', 'dough', 'roll', 'hand', 'make', 'drop', 'biscuit', 'terribl']",2.0,0.2732,False,1
"Great Value Original Crescent Rolls, 8 oz",Impossible to make crescent rolls' with,"['terribl', 'seem', 'like', 'cram', 'packag', 'way', 'roll', 'triangl', 'come', 'smash', 'togeth', 'imposs', 'actual', 'make', 'crescent', 'roll', 'end', 'roll', 'make', 'much', 'work', 'next', 'time', 'spend', 'extra', 'go', 'pillsburi', 'heck', 'id', 'even', 'pay', 'deal', 'garbag']",1.0,0.2732,False,1
"Great Value Original Crescent Rolls, 8 oz",Absolutely useless,"['first', 'let', 'establish', 'whole', 'point', 'buy', 'tube', 'crescent', 'roll', 'come', 'littl', 'triangl', 'roll', 'crescent', 'henc', 'crescent', 'roll', 'vicin', 'crescent', 'roll', 'dough', 'stuck', 'togeth', 'would', 'unrol', 'need', 'triangl', 'came', 'sticki', 'amorph', 'lump', 'dough', 'useless', 'recip', 'make', 'sever', 'disappoint', 'never', 'purchas']",1.0,-0.7579,True,0
"Great Value Original Crescent Rolls, 8 oz",Great Value Crescent Rolls,"['dough', 'look', 'like', 'cram', 'packag', 'could', 'use', 'without', 'combin', 'dough', 'roll', 'cut', 'wedg', 'came', 'hard', 'small', 'mustv', 'end', 'line', 'left', 'happen', 'purchas', 'save', 'worth']",1.0,0.6249,False,1
"Great Value Original Crescent Rolls, 8 oz",good eating,"['crescent', 'roll', 'someth', 'extra', 'u', 'dont', 'buy', 'real', 'often', 'price', 'great', 'valu', 'crescent', 'good', 'price', 'reason', 'dont', 'splurg', 'make', 'roll', 'use', 'crust', 'roll', 'appl', 'slice', 'slice', 'long', 'strip', 'sugar', 'cinnamon', 'twist', 'hace', 'great', 'fast', 'snack', 'good', 'eat']",5.0,0.9325,True,1
"Great Value Original Crescent Rolls, 8 oz",Poor choice for not much savings,"['roll', 'much', 'smaller', 'pillsburi', 'much', 'harder', 'get', 'rip', 'shred', 'make', 'worthless', 'purchas']",1.0,-0.4404,True,0
"Great Value Original Crescent Rolls, 8 oz",crescent pieces,"['crescent', 'roll', 'tast', 'good', 'last', 'coupl', 'time', 'purchas', 'smash', 'togeth', 'build', 'crescent', 'roll', 'piec', 'could', 'separ']",3.0,0.4404,True,1
"Great Value Original Crescent Rolls, 8 oz",Delicious!,"['great', 'item', 'like', 'brand', 'name', 'stuff', 'sad', 'thing', 'sometim', 'get', 'brand', 'name', 'even', 'cheaper', 'walmart', 'brand']",4.0,0.5423,True,1
"Great Value Original Crescent Rolls, 8 oz",Prefer them over pillsbury,"['like', 'littl', 'undercook', 'pull', 'minut', 'earli', 'like', 'tast', 'much', 'better', 'pillsburi', 'crecent', 'easi', 'fast', 'make', 'make', 'great', 'snack', 'roll', 'dinner']",5.0,0.9001,True,1
"Great Value Original Crescent Rolls, 8 oz",Gross,"['purchas', 'sell', 'date', 'januari', 'open', 'novemb', 'shrunk', 'capac', 'smell', 'bad', 'contain', 'undamag', 'prior', 'open']",1.0,-0.5423,True,0
"Great Value Original Crescent Rolls, 8 oz",Just as good,"['good', 'pillsburi', 'save', 'money']",4.0,0.7269,True,1
"Great Value Original Crescent Rolls, 8 oz",gv crescent rolls,"['fall', 'apart', 'get', 'packag', 'differ', 'size', 'look', 'like', 'someon', 'threw', 'packag', 'open', 'unlik', 'pillsburi', 'crescent', 'roll']",1.0,0.3612,False,1
"Great Value Original Crescent Rolls, 8 oz",I plan on making a breakfast star,"['tri', 'make', 'breakfast', 'star', 'perfor', 'roll', 'even', 'though', 'good', 'littl', 'difficult', 'time', 'bought', 'seamless', 'roll', 'delici', 'easier']",5.0,0.4939,True,1
"Great Value Original Crescent Rolls, 8 oz",Good cheap product,"['cheap', 'tast', 'good']",4.0,0.4404,True,1
"Great Value Original Crescent Rolls, 8 oz",a GLOB of dough,"['imposs', 'unrol', 'tube', 'rollsthey', 'would', 'separ', 'took', 'straight', 'fridg', 'wound', 'roll', 'dough', 'slap', 'togeth', 'roll', 'unhappi']",1.0,0.3612,False,1
"Mr & Mrs T Mai Tai Mix, 33.8 oz (Pack of 6)",Love It!!! Buy it!!!,"['amaz', 'mixjust', 'add', 'rum', 'usual', 'add', 'littl', 'pineappl', 'juic', 'cherri', 'mix', 'crush', 'ice', 'enjoy']",5.0,0.3818,True,1
"Mr & Mrs T Mai Tai Mix, 33.8 oz (Pack of 6)",Delicious Summer Mai tai Coctail Mix,"['happi', 'locat', 'mr', 'mr', 'mai', 'tai', 'mix', 'wallmart', 'onlin', 'nearli', 'imposs', 'find', 'nj', 'groceri', 'liquor', 'store', 'usual', 'fan', 'bar', 'drink', 'mix', 'particularli', 'sugari', 'one', 'one', 'fabul', 'concoct', 'sweet', 'flavor', 'well', 'balanc', 'sweet', 'sour', 'touch', 'bitter', 'almond', 'excel', 'drink', 'simpl', 'prepar', 'exot', 'cocktail', 'addi', 'baccardi', 'rum', 'garnish', 'maraschino', 'cherri', 'sliver', 'pineappl', 'skewer', 'impress', 'guest', 'entir', 'summer', 'even', 'give', 'one', 'bottl', 'neigbor', 'hook', 'wallmart', 'send', 'product', 'promptli', 'reason', 'sh', 'charg', 'arriv', 'good', 'condit', 'product', 'shelf', 'stabl', 'ill', 'order', 'next', 'season', 'mayb', 'earlier', 'want', 'nice', 'summer', 'cocktail', 'winter', 'month']",5.0,0.9403,True,1
"Mr & Mrs T Mai Tai Mix, 33.8 oz (Pack of 6)",Good for a premixed drink,"['like', 'add', 'shot', 'light', 'rum', 'shot', 'spice', 'rum', 'littl', 'sweeter', 'would', 'prefer', 'bad', 'premix', 'drink', 'hit', 'pool', 'parti']",4.0,-0.25,False,0
"Mr & Mrs T Mai Tai Mix, 33.8 oz (Pack of 6)",Best Mai Tai mix,"['ive', 'tri', 'number', 'differ', 'mai', 'tai', 'mix', 'best', 'one', 'far', 'hard', 'find', 'store', 'im', 'glad', 'found', 'onlin', 'longer', 'worri', 'find', 'someplac', 'carri', 'perfect', 'mai', 'tai', 'use', 'combin', 'trader', 'vic', 'dark', 'spice', 'rum', 'mai', 'tai', 'mix', 'splash', 'orang', 'juic']",5.0,0.8957,True,1
"Mr & Mrs T Mai Tai Mix, 33.8 oz (Pack of 6)",I like this one better.,"['could', 'longer', 'fine', 'usual', 'brand', 'even', 'compani', 'websit', 'start', 'look', 'new', 'mai', 'tai', 'mixer', 'look', 'complic', 'make', 'scratch', 'kept', 'see', 'brand', 'decid', 'order', 'pleasantli', 'surpriz', 'mix', 'littl', 'pineappl', 'last', 'like']",5.0,0.5106,True,1
"Master Of Mixes Mojito Cocktail Mix, 33.81 oz ()",Mojito cocktail mix,"['great', 'valv', 'product', 'excel', 'enjoy', 'experi', 'bacic', 'come', 'one', 'call']",5.0,0.8834,True,1
"Master Of Mixes Mojito Cocktail Mix, 33.81 oz ()",Great stuff!,"['great', 'tast', 'easi', 'use', 'high', 'fructos', 'corn', 'syrup']",5.0,0.6249,True,1
"Master Of Mixes Mojito Cocktail Mix, 33.81 oz ()",Glad to find it!!,"['appar', 'area', 'distributor', 'stop', 'carri', 'tri', 'mix', 'tast', 'good', 'thank', 'walmart', 'summer', 'porchsit', 'complet']",5.0,0.4939,True,1
"Great Value Butter Texas Style Biscuits, 6 oz",Great Value Butter Texas Style Biscuits - 5 count,"['delici', 'wish', 'came', 'count', 'tube', 'becom', 'firstchoic', 'refriger', 'biscuit']",5.0,0.4019,True,1
"Master of Mixes Strawberry Daiquiri/Margarita Mixer, 1.75 L",we use in berry slushys,"['kid', 'love', 'put', 'blender', 'fresh', 'frozen', 'berri', 'littl', 'sprite', 'got', 'good', 'slush', 'smoothi']",5.0,0.8555,True,1
"Master of Mixes Strawberry Daiquiri/Margarita Mixer, 1.75 L",It will do,"['dont', 'like', 'brand', 'good', 'dailey', 'brand', 'cant', 'find', 'dailey', 'anywher', 'settl', 'dont', 'use', 'alcohol', 'use', 'make', 'smoothi']",3.0,-0.5448,False,0
"Master of Mixes Strawberry Daiquiri/Margarita Mixer, 1.75 L",Daiquiri/Margarita Mixer,"['great', 'smooth', 'product']",5.0,0.6249,True,1
"Master of Mixes Strawberry Daiquiri/Margarita Mixer, 1.75 L",Great taste and great price!,"['great', 'tast', 'great', 'price']",5.0,0.8481,True,1
"Master of Mixes Strawberry Daiquiri/Margarita Mixer, 1.75 L",yummy,"['use', 'item', 'smoothi', 'like', 'better', 'use', 'juic', 'yogurt', 'iceveri', 'good']",5.0,0.8074,True,1
"Master of Mixes Strawberry Daiquiri/Margarita Mixer, 1.75 L",The Best Mix,"['favorit', 'mix', 'enjoy', 'make', 'frozen', 'drink', 'home', 'great', 'flavor']",5.0,0.8074,True,1
"Master of Mixes Strawberry Daiquiri/Margarita Mixer, 1.75 L",Great Price,"['purchas', 'island', 'oasi', 'machin', 'work', 'perfectli', 'tast', 'great']",5.0,0.6249,True,1
"Master of Mixes Strawberry Daiquiri/Margarita Mixer, 1.75 L",Love it!!!,"['love', 'tast']",5.0,0.6369,True,1
"Mr _ Mrs T Bold _ Spicy Bloody Mary Mix, 59.2 fl oz, ()",HotStuff,"['mr', 'mr', 'best', 'havent', 'tri', 'havent', 'live', 'walmart', 'place', 'buy', 'matter', 'size', 'bank', 'account']",5.0,0.6486,True,1
"Mr _ Mrs T Bold _ Spicy Bloody Mary Mix, 59.2 fl oz, ()",Mr Mrs T's,"['better', 'make', 'bloodi', 'mari', 'scratch', 'perfect', 'everi', 'time']",5.0,0.765,True,1
"Mr _ Mrs T Bold _ Spicy Bloody Mary Mix, 59.2 fl oz, ()",very good product good price,['excel'],5.0,0.4588,True,1
"Mr _ Mrs T Margarita Mix, 33.8 oz ()","Great Product, excellent taste!","['recent', 'begun', 'enjoy', 'margarita', 'havent', 'done', 'lot', 'search', 'differ', 'mix', 'pretti', 'sure', 'one', 'good', 'bet', 'like', 'margarita', 'rock', 'mix', 'seem', 'realli', 'trick', 'far', 'flavor', 'reason', 'even', 'pick', 'bottl', 'tri', 'local', 'golf', 'cours', 'us', 'mix', 'margarita', 'thought', 'would', 'good', 'start', 'didnt', 'search', 'long', 'find', 'actual', 'paid', 'decent', 'price', 'contain', 'easi', 'pour', 'sturdi', 'use', 'jose', 'cuervo', 'mix', 'margarita', 'although', 'think', 'tequila', 'would', 'work', 'dont', 'shake', 'mine', 'yet', 'still', 'need', 'buy', 'shaker', 'give', 'good', 'mix', 'overal', 'tast', 'mix', 'sweet', 'tart', 'overli', 'power', 'sen', 'recent', 'mow', 'lawn', 'cocktail', 'mix', 'right', 'flavor', 'enjoy', 'nice', 'summer', 'day', 'definit', 'purchas', 'mix', 'near', 'futur', 'mayb', 'ad', 'differ', 'fruit', 'flavor', 'punch', 'notch', 'dont', 'get', 'wrong', 'flavor', 'bottl', 'good']",5.0,0.9826,True,1
"Mr _ Mrs T Margarita Mix, 33.8 oz ()",overly sweet,"['littl', 'sweet', 'tast', 'like', 'margarita']",2.0,0.6705,False,1
"Regatta Artisanal Ginger Beer Soda, 12 fl oz, ()",Regatta Ginger Beer,"['order', 'arriv', 'three', 'broken', 'bottl', 'bottl', 'ounc', 'rather', 'ounc', 'like', 'shown', 'websit']",2.0,-0.1531,True,0
"Manischewitz Potato Starch, 16.0 OZ",Excellent,"['product', 'hard', 'find', 'area', 'therefor', 'great', 'get', 'onlin', 'ship', 'two', 'day', 'shop', 'pa', 'membership']",5.0,0.5719,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Just works,"['help', 'intern', 'oper']",5.0,0.4019,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Excellent,"['great', 'way', 'get', 'extra', 'fiber']",5.0,0.6249,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Works for us,"['u', 'good', 'product', 'reason', 'price', 'use', 'mani', 'year', 'order', 'onlin', 'fast', 'easi', 'ship', 'right', 'doorstep', 'great', 'time', 'experienc', 'problem', 'way', 'like']",5.0,0.7783,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Advantage of Fiber Choice Tablet,"['chew', 'tablet', 'daili', 'easi', 'way', 'get', 'fiber', 'diet', 'control', 'amount', 'water', 'drink', 'drink']",5.0,0.0,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,fiber tablets,"['easi', 'chew', 'tast', 'pretti', 'good']",5.0,0.4404,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Good Product,"['use', 'fiber', 'choic', 'tab', 'sever', 'year', 'feel', 'help', 'keep', 'bowel', 'movement', 'normal', 'littl', 'pricey', 'cent', 'per', 'tablet', 'much', 'easier', 'take', 'mix', 'powder', 'water', 'conveni', 'worth', 'someth']",4.0,0.7506,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Works for the Wife,"['im', 'comput', 'person', 'good', 'wife', 'say', 'cure', 'constip', 'year', 'ago', 'wont', 'without']",5.0,0.4404,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Fiber Choice,"['work', 'pretti', 'well', 'downsid', 'make', 'extrem', 'gassi', 'embarrass', 'time']",4.0,-0.0258,False,0
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Fiber Choice Prebiotic Supplement,"['use', 'year', 'happi', 'get', 'deliv', 'home', 'feel', 'tablet', 'help', 'keep', 'regular', 'day']",5.0,0.4019,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Love these vitamins,"['great', 'start', 'take', 'fiberdigest', 'notic', 'clear', 'congest', 'chest', 'caus', 'allergi', 'immun', 'system', 'build', 'part', 'vitamin', 'clear', 'allergieslov', 'vitamin', 'mani', 'reason']",5.0,0.9136,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Convenient and tastes just fine,"['sourc', 'chewabl', 'fiber', 'favorit', 'tast', 'fruiti', 'conveni', 'two', 'reason', 'alon', 'keep', 'make', 'effort', 'simpli', 'cant', 'stand', 'orang', 'drink', 'fiber', 'option', 'gross', 'textur', 'make', 'feel', 'bloat', 'drink', 'kind', 'treat', 'review', 'dont', 'care', 'dont', 'strike', 'chalki', 'sticktoteeth', 'anyth', 'review', 'collect', 'part', 'promot']",5.0,0.0253,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,good but not best,"['great', 'job', 'like', 'orang', 'fiber', 'choic', 'longer', 'carri', 'better']",4.0,0.8591,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Fiber Choice,"['fine', 'lack', 'weight', 'control', 'featur', 'hope', 'fault', 'guess', 'fine', 'otherwis']",4.0,0.128,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Fiber Choice,"['product', 'work', 'great', 'take', 'year', 'wish', 'would', 'come', 'without', 'food', 'color']",4.0,0.7783,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Tastes great,"['tasti', 'littl', 'treat', 'give', 'fiber', 'fill', 'sweet', 'tooth', 'gassi', 'side', 'effect']",5.0,0.6908,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Great for me because I don't get enough fiber.,"['great', 'product']",5.0,0.6249,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,"Fiber Choice Prediotic Fiber Chewable Tablets, 90","['good', 'tast', 'easi', 'chew', 'swallow', 'take', 'one', 'way', 'mix', 'powder', 'measur', 'like', 'lot', 'seem', 'help', 'regular']",5.0,0.7964,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,fiber choice fiber pills,"['need', 'fiber', 'help', 'one', 'definit', 'get']",5.0,0.4019,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Good Value,"['help', 'digest']",5.0,0.4019,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Great Product Horrible Ship time,"['took', 'forev', 'walmart', 'ship', 'item']",5.0,0.0,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Excellent source of fiber,"['love', 'get', 'great', 'sourc', 'fiber', 'delici', 'tablet']",5.0,0.8519,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Great,['great'],5.0,0.6249,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,fiber choice,"['good', 'choic', 'deliv', 'time', 'order', 'azo', 'order', 'two', 'got', 'one', 'person', 'deliv', 'drop', 'gate', 'dog', 'got', 'hold', 'note', 'outsid', 'gate', 'ask', 'person', 'deliv', 'packag', 'put', 'ledg', 'reason', 'person', 'didnt', 'read', 'note']",5.0,0.2023,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,supplements,"['great', 'way', 'increas', 'fiber', 'intak']",5.0,0.6249,True,1
Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,Good chewie,"['best', 'price', 'around', 'qualiti', 'product', 'work', 'well', 'brand', 'like', 'chewi', 'got', 'one', 'friend', 'well', 'two']",5.0,0.9201,True,1
"Powell _ Mahoney Cocktail Mixer, Chipotle Bloody Mary, 750 Ml",Tasty,"['excel', 'choic', 'never', 'seen', 'local']",5.0,0.4588,True,1
Ore-Ida174 Bagel Bites174 Cheese And Pepperoni Mini Bagels 7 Oz,Bagel bites,"['delio', 'problem', 'cook', 'unevenli']",4.0,-0.4019,False,0
Ore-Ida174 Bagel Bites174 Cheese And Pepperoni Mini Bagels 7 Oz,Love Love love,"['favorit', 'quicki']",5.0,0.0,True,1
Ore-Ida174 Bagel Bites174 Cheese And Pepperoni Mini Bagels 7 Oz,good taste,"['great', 'afternoon', 'snack']",5.0,0.6249,True,1
"Coco Real Cream Of Coconut, 21 oz ()",Great in smoothies,"['love', 'stuff', 'like', 'coco', 'lopez', 'make', 'difficult', 'use', 'coupl', 'tablespoon', 'add', 'fruit', 'smoothi', 'give', 'touch', 'sweet', 'coconut', 'flavor', 'make', 'pop', 'right', 'use', 'orang', 'chicken', 'stir', 'fri', 'problem', 'look', 'month', 'can', 'not', 'find', 'walmart', 'store', 'bought', 'origin', 'great', 'product', 'realli', 'dont', 'want', 'buy', 'case', 'howev', 'way', 'get', 'may', 'choic', 'pleas', 'start', 'stock', 'store']",5.0,0.8548,True,1
